18	1	12	180	4447
18	1	13	180	4447
18	1	14	180	4447
18	1	15	180	4447
18	0	0	180	4447
18	0	1	180	4447
18	0	2	180	4447
18	0	3	180	4447
18	0	4	180	4447
18	0	5	180	4447
18	0	6	180	4447
18	0	7	180	4447
18	0	8	180	4447
18	0	9	180	4447
18	0	10	180	4447
18	0	11	180	4447
18	0	12	180	4447
18	0	13	180	4447
18	0	14	180	4447
18	0	15	180	4447
